#[Parameters]
# Name = 'nb4a-POWER-TEMPORAL'
# ShotNo = 176745
# Date = '01/19/2022 18:00'
# 
# DimNo = 1
# DimName = 'time'
# DimSize = 13107
# DimUnit = 's'
# 
# ValNo = 5
# ValName ='Ebeam_nb4a','Pport-through_nb4a','Ion-stsU_nb4a','Ion-stsL_nb4a','ISGas_nb4'
# ValUnit ='keV','MW','','',''
# 
# [comments]
# 'NBI provisional value'
# 'NIFS Analysis Information Group.(2006, 2017, 2021)'
# ''
# 'PortThroughRate = 0.59'
# 'ISGas = 1 for H2, 2 for D2, 3 for He, -1 for unknown.'
# ''
# 'time[sec.],Enb[keV],Pport-though[MW],Ion-statusU,Ion-statusL,ISGas'
# [data]
     7.274,    0.0000,    0.0000,0,0,1
     7.275,    0.0000,    0.0000,0,0,1
     7.276,    0.0000,    0.0000,0,0,1
     7.277,    0.0000,    0.0000,0,0,1
     7.278,    0.0000,    0.0000,0,0,1
     7.279,    0.0000,    0.0000,0,0,1
     7.280,    0.0000,    0.0000,0,0,1
     7.281,    0.0000,    0.0000,0,0,1
     7.282,    0.0000,    0.0000,0,0,1
     7.283,    0.0000,    0.0000,0,0,1
     7.284,    0.0000,    0.0000,0,0,1
     7.285,    0.0000,    0.0000,0,0,1
     7.286,    0.0000,    0.0000,0,0,1
     7.287,    0.0000,    0.0000,0,0,1
     7.288,    0.0000,    0.0000,0,0,1
     7.289,    0.0000,    0.0000,0,0,1
     7.290,    0.0000,    0.0000,0,0,1
     7.291,    0.0000,    0.0000,0,0,1
     7.292,    0.0000,    0.0000,0,0,1
     7.293,    0.0000,    0.0000,0,0,1
     7.294,    0.0000,    0.0000,0,0,1
     7.295,    0.0000,    0.0000,0,0,1
     7.296,    0.0000,    0.0000,0,0,1
     7.297,    0.0000,    0.0000,0,0,1
     7.298,    0.0000,    0.0000,0,0,1
     7.299,    0.0000,    0.0000,0,0,1
     7.300,    0.0000,    0.0000,0,0,1
     7.301,    0.0000,    0.0000,0,0,1
     7.302,    0.0000,    0.0000,0,0,1
     7.303,    0.0000,    0.0000,0,0,1
     7.304,    0.0000,    0.0000,0,0,1
     7.305,    0.0000,    0.0000,0,0,1
     7.306,    0.0000,    0.0000,0,0,1
     7.307,    0.0000,    0.0000,0,0,1
     7.308,    0.0000,    0.0000,0,0,1
     7.309,    0.0000,    0.0000,0,0,1
     7.310,    0.0000,    0.0000,0,0,1
     7.311,    0.0000,    0.0000,0,0,1
     7.312,    0.0000,    0.0000,0,0,1
     7.313,    0.0000,    0.0000,0,0,1
     7.314,    0.0000,    0.0000,0,0,1
     7.315,    0.0000,    0.0000,0,0,1
     7.316,    0.0000,    0.0000,0,0,1
     7.317,    0.0000,    0.0000,0,0,1
     7.318,    0.0000,    0.0000,0,0,1
     7.319,    0.0000,    0.0000,0,0,1
     7.320,    0.0000,    0.0000,0,0,1
     7.321,    0.0000,    0.0000,0,0,1
     7.322,    0.0000,    0.0000,0,0,1
     7.323,    0.0000,    0.0000,0,0,1
     7.324,    0.0000,    0.0000,0,0,1
     7.325,    0.0000,    0.0000,0,0,1
     7.326,    0.0000,    0.0000,0,0,1
     7.327,    0.0000,    0.0000,0,0,1
     7.328,    0.0000,    0.0000,0,0,1
     7.329,    0.0000,    0.0000,0,0,1
     7.330,    0.0000,    0.0000,0,0,1
     7.331,    0.0000,    0.0000,0,0,1
     7.332,    0.0000,    0.0000,0,0,1
     7.333,    0.0000,    0.0000,0,0,1
     7.334,    0.0000,    0.0000,0,0,1
     7.335,    0.0000,    0.0000,0,0,1
     7.336,    0.0000,    0.0000,0,0,1
     7.337,    0.0000,    0.0000,0,0,1
     7.338,    0.0000,    0.0000,0,0,1
     7.339,    0.0000,    0.0000,0,0,1
     7.340,    0.0000,    0.0000,0,0,1
     7.341,    0.0000,    0.0000,0,0,1
     7.342,    0.0000,    0.0000,0,0,1
     7.343,    0.0000,    0.0000,0,0,1
     7.344,    0.0000,    0.0000,0,0,1
     7.345,    0.0000,    0.0000,0,0,1
     7.346,    0.0000,    0.0000,0,0,1
     7.347,    0.0000,    0.0000,0,0,1
     7.348,    0.0000,    0.0000,0,0,1
     7.349,    0.0000,    0.0000,0,0,1
     7.350,    0.0000,    0.0000,0,0,1
     7.351,    0.0000,    0.0000,0,0,1
     7.352,    0.0000,    0.0000,0,0,1
     7.353,    0.0000,    0.0000,0,0,1
     7.354,    0.0000,    0.0000,0,0,1
     7.355,    0.0000,    0.0000,0,0,1
     7.356,    0.0000,    0.0000,0,0,1
     7.357,    0.0000,    0.0000,0,0,1
     7.358,    0.0000,    0.0000,0,0,1
     7.359,    0.0000,    0.0000,0,0,1
     7.360,    0.0000,    0.0000,0,0,1
     7.361,    0.0000,    0.0000,0,0,1
     7.362,    0.0000,    0.0000,0,0,1
     7.363,    0.0000,    0.0000,0,0,1
     7.364,    0.0000,    0.0000,0,0,1
     7.365,    0.0000,    0.0000,0,0,1
     7.366,    0.0000,    0.0000,0,0,1
     7.367,    0.0000,    0.0000,0,0,1
     7.368,    0.0000,    0.0000,0,0,1
     7.369,    0.0000,    0.0000,0,0,1
     7.370,    0.0000,    0.0000,0,0,1
     7.371,    0.0000,    0.0000,0,0,1
     7.372,    0.0000,    0.0000,0,0,1
     7.373,    0.0000,    0.0000,0,0,1
     7.374,    0.0000,    0.0000,0,0,1
     7.375,    0.0000,    0.0000,0,0,1
     7.376,    0.0000,    0.0000,0,0,1
     7.377,    0.0000,    0.0000,0,0,1
     7.378,    0.0000,    0.0000,0,0,1
     7.379,    0.0000,    0.0000,0,0,1
     7.380,    0.0000,    0.0000,0,0,1
     7.381,    0.0000,    0.0000,0,0,1
     7.382,    0.0000,    0.0000,0,0,1
     7.383,    0.0000,    0.0000,0,0,1
     7.384,    0.0000,    0.0000,0,0,1
     7.385,    0.0000,    0.0000,0,0,1
     7.386,    0.0000,    0.0000,0,0,1
     7.387,    0.0000,    0.0000,0,0,1
     7.388,    0.0000,    0.0000,0,0,1
     7.389,    0.0000,    0.0000,0,0,1
     7.390,    0.0000,    0.0000,0,0,1
     7.391,    0.0000,    0.0000,0,0,1
     7.392,    0.0000,    0.0000,0,0,1
     7.393,    0.0000,    0.0000,0,0,1
     7.394,    0.0000,    0.0000,0,0,1
     7.395,    0.0000,    0.0000,0,0,1
     7.396,    0.0000,    0.0000,0,0,1
     7.397,    0.0000,    0.0000,0,0,1
     7.398,    0.0000,    0.0000,0,0,1
     7.399,    0.0000,    0.0000,0,0,1
     7.400,    0.0000,    0.0000,0,0,1
     7.401,    0.0000,    0.0000,0,0,1
     7.402,    0.0000,    0.0000,0,0,1
     7.403,    0.0000,    0.0000,0,0,1
     7.404,    0.0000,    0.0000,0,0,1
     7.405,    0.0000,    0.0000,0,0,1
     7.406,    0.0000,    0.0000,0,0,1
     7.407,    0.0000,    0.0000,0,0,1
     7.408,    0.0000,    0.0000,0,0,1
     7.409,    0.0000,    0.0000,0,0,1
     7.410,    0.0000,    0.0000,0,0,1
     7.411,    0.0000,    0.0000,0,0,1
     7.412,    0.0000,    0.0000,0,0,1
     7.413,    0.0000,    0.0000,0,0,1
     7.414,    0.0000,    0.0000,0,0,1
     7.415,    0.0000,    0.0000,0,0,1
     7.416,    0.0000,    0.0000,0,0,1
     7.417,    0.0000,    0.0000,0,0,1
     7.418,    0.0000,    0.0000,0,0,1
     7.419,    0.0000,    0.0000,0,0,1
     7.420,    0.0000,    0.0000,0,0,1
     7.421,    0.0000,    0.0000,0,0,1
     7.422,    0.0000,    0.0000,0,0,1
     7.423,    0.0000,    0.0000,0,0,1
     7.424,    0.0000,    0.0000,0,0,1
     7.425,    0.0000,    0.0000,0,0,1
     7.426,    0.0000,    0.0000,0,0,1
     7.427,    0.0000,    0.0000,0,0,1
     7.428,    0.0000,    0.0000,0,0,1
     7.429,    0.0000,    0.0000,0,0,1
     7.430,    0.0000,    0.0000,0,0,1
     7.431,    0.0000,    0.0000,0,0,1
     7.432,    0.0000,    0.0000,0,0,1
     7.433,    0.0000,    0.0000,0,0,1
     7.434,    0.0000,    0.0000,0,0,1
     7.435,    0.0000,    0.0000,0,0,1
     7.436,    0.0000,    0.0000,0,0,1
     7.437,    0.0000,    0.0000,0,0,1
     7.438,    0.0000,    0.0000,0,0,1
     7.439,    0.0000,    0.0000,0,0,1
     7.440,    0.0000,    0.0000,0,0,1
     7.441,    0.0000,    0.0000,0,0,1
     7.442,    0.0000,    0.0000,0,0,1
     7.443,    0.0000,    0.0000,0,0,1
     7.444,    0.0000,    0.0000,0,0,1
     7.445,    0.0000,    0.0000,0,0,1
     7.446,    0.0000,    0.0000,0,0,1
     7.447,    0.0000,    0.0000,0,0,1
     7.448,    0.0000,    0.0000,0,0,1
     7.449,    0.0000,    0.0000,0,0,1
     7.450,    0.0000,    0.0000,0,0,1
     7.451,    0.0000,    0.0000,0,0,1
     7.452,    0.0000,    0.0000,0,0,1
     7.453,    0.0000,    0.0000,0,0,1
     7.454,    0.0000,    0.0000,0,0,1
     7.455,    0.0000,    0.0000,0,0,1
     7.456,    0.0000,    0.0000,0,0,1
     7.457,    0.0000,    0.0000,0,0,1
     7.458,    0.0000,    0.0000,0,0,1
     7.459,    0.0000,    0.0000,0,0,1
     7.460,    0.0000,    0.0000,0,0,1
     7.461,    0.0000,    0.0000,0,0,1
     7.462,    0.0000,    0.0000,0,0,1
     7.463,    0.0000,    0.0000,0,0,1
     7.464,    0.0000,    0.0000,0,0,1
     7.465,    0.0000,    0.0000,0,0,1
     7.466,    0.0000,    0.0000,0,0,1
     7.467,    0.0000,    0.0000,0,0,1
     7.468,    0.0000,    0.0000,0,0,1
     7.469,    0.0000,    0.0000,0,0,1
     7.470,    0.0000,    0.0000,0,0,1
     7.471,    0.0000,    0.0000,0,0,1
     7.472,    0.0000,    0.0000,0,0,1
     7.473,    0.0000,    0.0000,0,0,1
     7.474,    0.0000,    0.0000,0,0,1
     7.475,    0.0000,    0.0000,0,0,1
     7.476,    0.0000,    0.0000,0,0,1
     7.477,    0.0000,    0.0000,0,0,1
     7.478,    0.0000,    0.0000,0,0,1
     7.479,    0.0000,    0.0000,0,0,1
     7.480,    0.0000,    0.0000,0,0,1
     7.481,    0.0000,    0.0000,0,0,1
     7.482,    0.0000,    0.0000,0,0,1
     7.483,    0.0000,    0.0000,0,0,1
     7.484,    0.0000,    0.0000,0,0,1
     7.485,    0.0000,    0.0000,0,0,1
     7.486,    0.0000,    0.0000,0,0,1
     7.487,    0.0000,    0.0000,0,0,1
     7.488,    0.0000,    0.0000,0,0,1
     7.489,    0.0000,    0.0000,0,0,1
     7.490,    0.0000,    0.0000,0,0,1
     7.491,    0.0000,    0.0000,0,0,1
     7.492,    0.0000,    0.0000,0,0,1
     7.493,    0.0000,    0.0000,0,0,1
     7.494,    0.0000,    0.0000,0,0,1
     7.495,    0.0000,    0.0000,0,0,1
     7.496,    0.0000,    0.0000,0,0,1
     7.497,    0.0000,    0.0000,0,0,1
     7.498,    0.0000,    0.0000,0,0,1
     7.499,    0.0000,    0.0000,0,0,1
     7.500,    0.0000,    0.0000,0,0,1
     7.501,    0.0000,    0.0000,0,0,1
     7.502,    0.0000,    0.0000,0,0,1
     7.503,    0.0000,    0.0000,0,0,1
     7.504,    0.0000,    0.0000,0,0,1
     7.505,    0.0000,    0.0000,0,0,1
     7.506,    0.0000,    0.0000,0,0,1
     7.507,    0.0000,    0.0000,0,0,1
     7.508,    0.0000,    0.0000,0,0,1
     7.509,    0.0000,    0.0000,0,0,1
     7.510,    0.0000,    0.0000,0,0,1
     7.511,    0.0000,    0.0000,0,0,1
     7.512,    0.0000,    0.0000,0,0,1
     7.513,    0.0000,    0.0000,0,0,1
     7.514,    0.0000,    0.0000,0,0,1
     7.515,    0.0000,    0.0000,0,0,1
     7.516,    0.0000,    0.0000,0,0,1
     7.517,    0.0000,    0.0000,0,0,1
     7.518,    0.0000,    0.0000,0,0,1
     7.519,    0.0000,    0.0000,0,0,1
     7.520,    0.0000,    0.0000,0,0,1
     7.521,    0.0000,    0.0000,0,0,1
     7.522,    0.0000,    0.0000,0,0,1
     7.523,    0.0000,    0.0000,0,0,1
     7.524,    0.0000,    0.0000,0,0,1
     7.525,    0.0000,    0.0000,0,0,1
     7.526,    0.0000,    0.0000,0,0,1
     7.527,    0.0000,    0.0000,0,0,1
     7.528,    0.0000,    0.0000,0,0,1
     7.529,    0.0000,    0.0000,0,0,1
     7.530,    0.0000,    0.0000,0,0,1
     7.531,    0.0000,    0.0000,0,0,1
     7.532,    0.0000,    0.0000,0,0,1
     7.533,    0.0000,    0.0000,0,0,1
     7.534,    0.0000,    0.0000,0,0,1
     7.535,    0.0000,    0.0000,0,0,1
     7.536,    0.0000,    0.0000,0,0,1
     7.537,    0.0000,    0.0000,0,0,1
     7.538,    0.0000,    0.0000,0,0,1
     7.539,    0.0000,    0.0000,0,0,1
     7.540,    0.0000,    0.0000,0,0,1
     7.541,    0.0000,    0.0000,0,0,1
     7.542,    0.0000,    0.0000,0,0,1
     7.543,    0.0000,    0.0000,0,0,1
     7.544,    0.0000,    0.0000,0,0,1
     7.545,    0.0000,    0.0000,0,0,1
     7.546,    0.0000,    0.0000,0,0,1
     7.547,    0.0000,    0.0000,0,0,1
     7.548,    0.0000,    0.0000,0,0,1
     7.549,    0.0000,    0.0000,0,0,1
     7.550,    0.0000,    0.0000,0,0,1
     7.551,    0.0000,    0.0000,0,0,1
     7.552,    0.0000,    0.0000,0,0,1
     7.553,    0.0000,    0.0000,0,0,1
     7.554,    0.0000,    0.0000,0,0,1
     7.555,    0.0000,    0.0000,0,0,1
     7.556,    0.0000,    0.0000,0,0,1
     7.557,    0.0000,    0.0000,0,0,1
     7.558,    0.0000,    0.0000,0,0,1
     7.559,    0.0000,    0.0000,0,0,1
     7.560,    0.0000,    0.0000,0,0,1
     7.561,    0.0000,    0.0000,0,0,1
     7.562,    0.0000,    0.0000,0,0,1
     7.563,    0.0000,    0.0000,0,0,1
     7.564,    0.0000,    0.0000,0,0,1
     7.565,    0.0000,    0.0000,0,0,1
     7.566,    0.0000,    0.0000,0,0,1
     7.567,    0.0000,    0.0000,0,0,1
     7.568,    0.0000,    0.0000,0,0,1
     7.569,    0.0000,    0.0000,0,0,1
     7.570,    0.0000,    0.0000,0,0,1
     7.571,    0.0000,    0.0000,0,0,1
     7.572,    0.0000,    0.0000,0,0,1
     7.573,    0.0000,    0.0000,0,0,1
     7.574,    0.0000,    0.0000,0,0,1
     7.575,    0.0000,    0.0000,0,0,1
     7.576,    0.0000,    0.0000,0,0,1
     7.577,    0.0000,    0.0000,0,0,1
     7.578,    0.0000,    0.0000,0,0,1
     7.579,    0.0000,    0.0000,0,0,1
     7.580,    0.0000,    0.0000,0,0,1
     7.581,    0.0000,    0.0000,0,0,1
     7.582,    0.0000,    0.0000,0,0,1
     7.583,    0.0000,    0.0000,0,0,1
     7.584,    0.0000,    0.0000,0,0,1
     7.585,    0.0000,    0.0000,0,0,1
     7.586,    0.0000,    0.0000,0,0,1
     7.587,    0.0000,    0.0000,0,0,1
     7.588,    0.0000,    0.0000,0,0,1
     7.589,    0.0000,    0.0000,0,0,1
     7.590,    0.0000,    0.0000,0,0,1
     7.591,    0.0000,    0.0000,0,0,1
     7.592,    0.0000,    0.0000,0,0,1
     7.593,    0.0000,    0.0000,0,0,1
     7.594,    0.0000,    0.0000,0,0,1
     7.595,    0.0000,    0.0000,0,0,1
     7.596,    0.0000,    0.0000,0,0,1
     7.597,    0.0000,    0.0000,0,0,1
     7.598,    0.0000,    0.0000,0,0,1
     7.599,    0.0000,    0.0000,0,0,1
     7.600,    0.0000,    0.0000,0,0,1
     7.601,    0.0000,    0.0000,0,0,1
     7.602,    0.0000,    0.0000,0,0,1
     7.603,    0.0000,    0.0000,0,0,1
     7.604,    0.0000,    0.0000,0,0,1
     7.605,    0.0000,    0.0000,0,0,1
     7.606,    0.0000,    0.0000,0,0,1
     7.607,    0.0000,    0.0000,0,0,1
     7.608,    0.0000,    0.0000,0,0,1
     7.609,    0.0000,    0.0000,0,0,1
     7.610,    0.0000,    0.0000,0,0,1
     7.611,    0.0000,    0.0000,0,0,1
     7.612,    0.0000,    0.0000,0,0,1
     7.613,    0.0000,    0.0000,0,0,1
     7.614,    0.0000,    0.0000,0,0,1
     7.615,    0.0000,    0.0000,0,0,1
     7.616,    0.0000,    0.0000,0,0,1
     7.617,    0.0000,    0.0000,0,0,1
     7.618,    0.0000,    0.0000,0,0,1
     7.619,    0.0000,    0.0000,0,0,1
     7.620,    0.0000,    0.0000,0,0,1
     7.621,    0.0000,    0.0000,0,0,1
     7.622,    0.0000,    0.0000,0,0,1
     7.623,    0.0000,    0.0000,0,0,1
     7.624,    0.0000,    0.0000,0,0,1
     7.625,    0.0000,    0.0000,0,0,1
     7.626,    0.0000,    0.0000,0,0,1
     7.627,    0.0000,    0.0000,0,0,1
     7.628,    0.0000,    0.0000,0,0,1
     7.629,    0.0000,    0.0000,0,0,1
     7.630,    0.0000,    0.0000,0,0,1
     7.631,    0.0000,    0.0000,0,0,1
     7.632,    0.0000,    0.0000,0,0,1
     7.633,    0.0000,    0.0000,0,0,1
     7.634,    0.0000,    0.0000,0,0,1
     7.635,    0.0000,    0.0000,0,0,1
     7.636,    0.0000,    0.0000,0,0,1
     7.637,    0.0000,    0.0000,0,0,1
     7.638,    0.0000,    0.0000,0,0,1
     7.639,    0.0000,    0.0000,0,0,1
     7.640,    0.0000,    0.0000,0,0,1
     7.641,    0.0000,    0.0000,0,0,1
     7.642,    0.0000,    0.0000,0,0,1
     7.643,    0.0000,    0.0000,0,0,1
     7.644,    0.0000,    0.0000,0,0,1
     7.645,    0.0000,    0.0000,0,0,1
     7.646,    0.0000,    0.0000,0,0,1
     7.647,    0.0000,    0.0000,0,0,1
     7.648,    0.0000,    0.0000,0,0,1
     7.649,    0.0000,    0.0000,0,0,1
     7.650,    0.0000,    0.0000,0,0,1
     7.651,    0.0000,    0.0000,0,0,1
     7.652,    0.0000,    0.0000,0,0,1
     7.653,    0.0000,    0.0000,0,0,1
     7.654,    0.0000,    0.0000,0,0,1
     7.655,    0.0000,    0.0000,0,0,1
     7.656,    0.0000,    0.0000,0,0,1
     7.657,    0.0000,    0.0000,0,0,1
     7.658,    0.0000,    0.0000,0,0,1
     7.659,    0.0000,    0.0000,0,0,1
     7.660,    0.0000,    0.0000,0,0,1
     7.661,    0.0000,    0.0000,0,0,1
     7.662,    0.0000,    0.0000,0,0,1
     7.663,    0.0000,    0.0000,0,0,1
     7.664,    0.0000,    0.0000,0,0,1
     7.665,    0.0000,    0.0000,0,0,1
     7.666,    0.0000,    0.0000,0,0,1
     7.667,    0.0000,    0.0000,0,0,1
     7.668,    0.0000,    0.0000,0,0,1
     7.669,    0.0000,    0.0000,0,0,1
     7.670,    0.0000,    0.0000,0,0,1
     7.671,    0.0000,    0.0000,0,0,1
     7.672,    0.0000,    0.0000,0,0,1
     7.673,    0.0000,    0.0000,0,0,1
     7.674,    0.0000,    0.0000,0,0,1
     7.675,    0.0000,    0.0000,0,0,1
     7.676,    0.0000,    0.0000,0,0,1
     7.677,    0.0000,    0.0000,0,0,1
     7.678,    0.0000,    0.0000,0,0,1
     7.679,    0.0000,    0.0000,0,0,1
     7.680,    0.0000,    0.0000,0,0,1
     7.681,    0.0000,    0.0000,0,0,1
     7.682,    0.0000,    0.0000,0,0,1
     7.683,    0.0000,    0.0000,0,0,1
     7.684,    0.0000,    0.0000,0,0,1
     7.685,    0.0000,    0.0000,0,0,1
     7.686,    0.0000,    0.0000,0,0,1
     7.687,    0.0000,    0.0000,0,0,1
     7.688,    0.0000,    0.0000,0,0,1
     7.689,    0.0000,    0.0000,0,0,1
     7.690,    0.0000,    0.0000,0,0,1
     7.691,    0.0000,    0.0000,0,0,1
     7.692,    0.0000,    0.0000,0,0,1
     7.693,    0.0000,    0.0000,0,0,1
     7.694,    0.0000,    0.0000,0,0,1
     7.695,    0.0000,    0.0000,0,0,1
     7.696,    0.0000,    0.0000,0,0,1
     7.697,    0.0000,    0.0000,0,0,1
     7.698,    0.0000,    0.0000,0,0,1
     7.699,    0.0000,    0.0000,0,0,1
     7.700,    0.0000,    0.0000,0,0,1
     7.701,    0.0000,    0.0000,0,0,1
     7.702,    0.0000,    0.0000,0,0,1
     7.703,    0.0000,    0.0000,0,0,1
     7.704,    0.0000,    0.0000,0,0,1
     7.705,    0.0000,    0.0000,0,0,1
     7.706,    0.0000,    0.0000,0,0,1
     7.707,    0.0000,    0.0000,0,0,1
     7.708,    0.0000,    0.0000,0,0,1
     7.709,    0.0000,    0.0000,0,0,1
     7.710,    0.0000,    0.0000,0,0,1
     7.711,    0.0000,    0.0000,0,0,1
     7.712,    0.0000,    0.0000,0,0,1
     7.713,    0.0000,    0.0000,0,0,1
     7.714,    0.0000,    0.0000,0,0,1
     7.715,    0.0000,    0.0000,0,0,1
     7.716,    0.0000,    0.0000,0,0,1
     7.717,    0.0000,    0.0000,0,0,1
     7.718,    0.0000,    0.0000,0,0,1
     7.719,    0.0000,    0.0000,0,0,1
     7.720,    0.0000,    0.0000,0,0,1
     7.721,    0.0000,    0.0000,0,0,1
     7.722,    0.0000,    0.0000,0,0,1
     7.723,    0.0000,    0.0000,0,0,1
     7.724,    0.0000,    0.0000,0,0,1
     7.725,    0.0000,    0.0000,0,0,1
     7.726,    0.0000,    0.0000,0,0,1
     7.727,    0.0000,    0.0000,0,0,1
     7.728,    0.0000,    0.0000,0,0,1
     7.729,    0.0000,    0.0000,0,0,1
     7.730,    0.0000,    0.0000,0,0,1
     7.731,    0.0000,    0.0000,0,0,1
     7.732,    0.0000,    0.0000,0,0,1
     7.733,    0.0000,    0.0000,0,0,1
     7.734,    0.0000,    0.0000,0,0,1
     7.735,    0.0000,    0.0000,0,0,1
     7.736,    0.0000,    0.0000,0,0,1
     7.737,    0.0000,    0.0000,0,0,1
     7.738,    0.0000,    0.0000,0,0,1
     7.739,    0.0000,    0.0000,0,0,1
     7.740,    0.0000,    0.0000,0,0,1
     7.741,    0.0000,    0.0000,0,0,1
     7.742,    0.0000,    0.0000,0,0,1
     7.743,    0.0000,    0.0000,0,0,1
     7.744,    0.0000,    0.0000,0,0,1
     7.745,    0.0000,    0.0000,0,0,1
     7.746,    0.0000,    0.0000,0,0,1
     7.747,    0.0000,    0.0000,0,0,1
     7.748,    0.0000,    0.0000,0,0,1
     7.749,    0.0000,    0.0000,0,0,1
     7.750,    0.0000,    0.0000,0,0,1
     7.751,    0.0000,    0.0000,0,0,1
     7.752,    0.0000,    0.0000,0,0,1
     7.753,    0.0000,    0.0000,0,0,1
     7.754,    0.0000,    0.0000,0,0,1
     7.755,    0.0000,    0.0000,0,0,1
     7.756,    0.0000,    0.0000,0,0,1
     7.757,    0.0000,    0.0000,0,0,1
     7.758,    0.0000,    0.0000,0,0,1
     7.759,    0.0000,    0.0000,0,0,1
     7.760,    0.0000,    0.0000,0,0,1
     7.761,    0.0000,    0.0000,0,0,1
     7.762,    0.0000,    0.0000,0,0,1
     7.763,    0.0000,    0.0000,0,0,1
     7.764,    0.0000,    0.0000,0,0,1
     7.765,    0.0000,    0.0000,0,0,1
     7.766,    0.0000,    0.0000,0,0,1
     7.767,    0.0000,    0.0000,0,0,1
     7.768,    0.0000,    0.0000,0,0,1
     7.769,    0.0000,    0.0000,0,0,1
     7.770,    0.0000,    0.0000,0,0,1
     7.771,    0.0000,    0.0000,0,0,1
     7.772,    0.0000,    0.0000,0,0,1
     7.773,    0.0000,    0.0000,0,0,1
     7.774,    0.0000,    0.0000,0,0,1
     7.775,    0.0000,    0.0000,0,0,1
     7.776,    0.0000,    0.0000,0,0,1
     7.777,    0.0000,    0.0000,0,0,1
     7.778,    0.0000,    0.0000,0,0,1
     7.779,    0.0000,    0.0000,0,0,1
     7.780,    0.0000,    0.0000,0,0,1
     7.781,    0.0000,    0.0000,0,0,1
     7.782,    0.0000,    0.0000,0,0,1
     7.783,    0.0000,    0.0000,0,0,1
     7.784,    0.0000,    0.0000,0,0,1
     7.785,    0.0000,    0.0000,0,0,1
     7.786,    0.0000,    0.0000,0,0,1
     7.787,    0.0000,    0.0000,0,0,1
     7.788,    0.0000,    0.0000,0,0,1
     7.789,    0.0000,    0.0000,0,0,1
     7.790,    0.0000,    0.0000,0,0,1
     7.791,    0.0000,    0.0000,0,0,1
     7.792,    0.0000,    0.0000,0,0,1
     7.793,    0.0000,    0.0000,0,0,1
     7.794,    0.0000,    0.0000,0,0,1
     7.795,    0.0000,    0.0000,0,0,1
     7.796,    0.0000,    0.0000,0,0,1
     7.797,    0.0000,    0.0000,0,0,1
     7.798,    0.0000,    0.0000,0,0,1
     7.799,    0.0000,    0.0000,0,0,1
     7.800,    0.0000,    0.0000,0,0,1
     7.801,    0.0000,    0.0000,0,0,1
     7.802,    0.0000,    0.0000,0,0,1
     7.803,    0.0000,    0.0000,0,0,1
     7.804,    0.0000,    0.0000,0,0,1
     7.805,    0.0000,    0.0000,0,0,1
     7.806,    0.0000,    0.0000,0,0,1
     7.807,    0.0000,    0.0000,0,0,1
     7.808,    0.0000,    0.0000,0,0,1
     7.809,    0.0000,    0.0000,0,0,1
     7.810,    0.0000,    0.0000,0,0,1
     7.811,    0.0000,    0.0000,0,0,1
     7.812,    0.0000,    0.0000,0,0,1
     7.813,    0.0000,    0.0000,0,0,1
     7.814,    0.0000,    0.0000,0,0,1
     7.815,    0.0000,    0.0000,0,0,1
     7.816,    0.0000,    0.0000,0,0,1
     7.817,    0.0000,    0.0000,0,0,1
     7.818,    0.0000,    0.0000,0,0,1
     7.819,    0.0000,    0.0000,0,0,1
     7.820,    0.0000,    0.0000,0,0,1
     7.821,    0.0000,    0.0000,0,0,1
     7.822,    0.0000,    0.0000,0,0,1
     7.823,    0.0000,    0.0000,0,0,1
     7.824,    0.0000,    0.0000,0,0,1
     7.825,    0.0000,    0.0000,0,0,1
     7.826,    0.0000,    0.0000,0,0,1
     7.827,    0.0000,    0.0000,0,0,1
     7.828,    0.0000,    0.0000,0,0,1
     7.829,    0.0000,    0.0000,0,0,1
     7.830,    0.0000,    0.0000,0,0,1
     7.831,    0.0000,    0.0000,0,0,1
     7.832,    0.0000,    0.0000,0,0,1
     7.833,    0.0000,    0.0000,0,0,1
     7.834,    0.0000,    0.0000,0,0,1
     7.835,    0.0000,    0.0000,0,0,1
     7.836,    0.0000,    0.0000,0,0,1
     7.837,    0.0000,    0.0000,0,0,1
     7.838,    0.0000,    0.0000,0,0,1
     7.839,    0.0000,    0.0000,0,0,1
     7.840,    0.0000,    0.0000,0,0,1
     7.841,    0.0000,    0.0000,0,0,1
     7.842,    0.0000,    0.0000,0,0,1
     7.843,    0.0000,    0.0000,0,0,1
     7.844,    0.0000,    0.0000,0,0,1
     7.845,    0.0000,    0.0000,0,0,1
     7.846,    0.0000,    0.0000,0,0,1
     7.847,    0.0000,    0.0000,0,0,1
     7.848,    0.0000,    0.0000,0,0,1
     7.849,    0.0000,    0.0000,0,0,1
     7.850,    0.0000,    0.0000,0,0,1
     7.851,    0.0000,    0.0000,0,0,1
     7.852,    0.0000,    0.0000,0,0,1
     7.853,    0.0000,    0.0000,0,0,1
     7.854,    0.0000,    0.0000,0,0,1
     7.855,    0.0000,    0.0000,0,0,1
     7.856,    0.0000,    0.0000,0,0,1
     7.857,    0.0000,    0.0000,0,0,1
     7.858,    0.0000,    0.0000,0,0,1
     7.859,    0.0000,    0.0000,0,0,1
     7.860,    0.0000,    0.0000,0,0,1
     7.861,    0.0000,    0.0000,0,0,1
     7.862,    0.0000,    0.0000,0,0,1
     7.863,    0.0000,    0.0000,0,0,1
     7.864,    0.0000,    0.0000,0,0,1
     7.865,    0.0000,    0.0000,0,0,1
